contig	start	stop	name	aCount	bCount	totalCount	log2_aFC	subject	samp
3	13357737	13461809	ENSG00000132182.7	1088	1326	2414	-0.285402218862	SG043	S62
19	55896713	55914612	ENSG00000108107.8	810	1058	1868	-0.385345814342	SG043	S61
8	144655660	144659438	ENSG00000255050.1	74	1	75	6.209453365630001	SG007	S6
20	34894258	35157040	ENSG00000080845.13	17	0	17	inf	SG042	S84
20	61867235	61871859	ENSG00000101197.8	53	17	70	1.64045761331	SG041	S58
15	91073157	91188577	ENSG00000140577.11	75	147	222	-0.97085365434	SG031	S95
14	60610838	60636574	ENSG00000100612.9	34	79	113	-1.21631790693	SG027	S22
14	65381079	65411309	ENSG00000258289.3	78	31	109	1.33120590848	SG043	S85
11	7260009	7490273	ENSG00000170743.12	106	29	135	1.86993945944	SG031	S23
19	53097313	53193749	ENSG00000167766.14	59	109	168	-0.885541275415	SG037	S77
12	6560885	6575683	ENSG00000139192.7	376	290	666	0.374679761663	SG006	S4
18	67498394	67629039	ENSG00000150637.4	308	228	536	0.4338965265300001	SG042	S84
22	26847446	26879802	ENSG00000100099.16	31	65	96	-1.06817150264	SG046	S80
20	52553316	52687304	ENSG00000064787.8	6	25	31	-2.05889368905	SG002	S31
12	13080660	13137579	ENSG00000247498.5	0	16	16	-inf	SG043	S85
X	54834032	54842445	ENSG00000102316.12	380	52	432	2.86941589019	SG022	S35
17	48623667	48633213	ENSG00000006282.15	3	28	31	-3.22239242134	SG001	S25
4	39289076	39367995	ENSG00000035928.10	34	125	159	-1.87832144341	SG021	S14
16	70147529	70195203	ENSG00000090857.9	86	157	243	-0.86835599419	SG044	S87
7	1036622	1177896	ENSG00000146540.10	1421	1066	2487	0.414699116484	SG046	S57
X	71424510	71458897	ENSG00000186871.5	35	6	41	2.54432051622	SG022	S11
X	150564987	150577836	ENSG00000160131.9	18	0	18	inf	SG152	S70
11	34874641	34938046	ENSG00000149089.8	125	75	200	0.736965594166	SG040	S50
19	41256542	41271294	ENSG00000077312.4	61	106	167	-0.797183117	SG025	S10
X	11776278	11793870	ENSG00000005302.13	206	124	330	0.732304216796	SG022	S12
4	952675	980683	ENSG00000145214.9	21	66	87	-1.65207669658	SG044	S63
14	106452671	106453170	ENSG00000211934.2	42	4	46	3.39231742278	SG044	S87
6	86370710	86388451	ENSG00000203875.6	131	603	734	-2.20259119036	SG155	S42
7	75625656	75677322	ENSG00000127952.12	91	155	246	-0.7683297650759999	SG030	S21
17	80059336	80170706	ENSG00000176155.14	79	142	221	-0.845966371328	SG041	S58
X	128913955	128929177	ENSG00000122122.9	325	11	336	4.88486428928	SG152	S68
1	169631245	169823221	ENSG00000000460.12	700	413	1113	0.761213140413	SG030	S43
3	5229983	5261642	ENSG00000134109.6	1192	1384	2576	-0.215459707175	SG023	S39
7	1036622	1177896	ENSG00000146540.10	700	579	1279	0.273791573843	SG037	S54
4	154387498	154557863	ENSG00000121210.11	285	203	488	0.489482191867	SG042	S84
17	76481116	76493118	ENSG00000267432.1	37	12	49	1.62449086491	SG011	S8
16	18792617	18801705	ENSG00000134419.11	95	172	267	-0.856409146371	SG149	S66
11	2465914	2870339	ENSG00000053918.11	0	23	23	-inf	SG002	S7
1	227177566	227506175	ENSG00000143776.14	117	3	120	5.28540221886	SG030	S20
17	7362685	7387582	ENSG00000174282.7	18	1	19	4.16992500144	SG155	S42
17	46985731	47006418	ENSG00000159202.13	341	434	775	-0.34792330342	SG043	S61
19	18485541	18499986	ENSG00000130513.6	74	32	106	1.20945336563	SG030	S43
11	2316875	2324279	ENSG00000110665.7	44	2	46	4.45943161864	SG024	S13
14	73393040	73426411	ENSG00000119599.12	22	50	72	-1.18442457114	SG041	S59
17	38060848	38074903	ENSG00000073605.14	157	67	224	1.2285315584299998	SG148	S67
22	23222886	23223576	ENSG00000211673.2	476	699	1175	-0.554330882067	SG069	S48
X	12993227	12995346	ENSG00000205542.6	283	75	358	1.9158395523400005	SG038	S76
10	97512963	97849995	ENSG00000226688.2	480	361	841	0.4110355687210001	SG043	S61
22	42905974	42915808	ENSG00000189306.6	120	222	342	-0.887525270742	SG023	S96
4	38869298	38947360	ENSG00000197712.7	39	13	52	1.58496250072	SG039	S75
5	1456595	1524092	ENSG00000153395.5	705	854	1559	-0.276612812334	SG026	S18
19	50433021	50437192	ENSG00000169136.4	553	408	961	0.4387103282630001	SG042	S84
X	118672112	118699397	ENSG00000018610.9	1	38	39	-5.2479275134400005	SG022	S11
13	24995064	25086948	ENSG00000102699.5	250	160	410	0.643856189775	SG023	S39
5	153570290	153800544	ENSG00000164574.11	137	207	344	-0.595454874539	SG042	S60
4	75919087	75960034	ENSG00000248165.1	32	67	99	-1.06608919046	SG026	S18
1	28199055	28213196	ENSG00000130775.11	171	248	419	-0.536343795501	SG149	S89
19	39306062	39322645	ENSG00000104823.4	256	342	598	-0.417852514886	SG002	S31
22	43254393	43411151	ENSG00000100266.13	275	400	675	-0.540568381363	SG044	S86
21	45138975	45182188	ENSG00000160209.14	418	521	939	-0.317780430198	SG025	S33
17	5095379	5151364	ENSG00000261879.1	466	722	1188	-0.631668882233	SG038	S52
1	154554538	154600475	ENSG00000160710.11	1888	2111	3999	-0.161067813985	SG022	S35
19	18283972	18288927	ENSG00000216490.3	1931	1722	3653	0.165263021554	SG045	S79
14	66974125	67648520	ENSG00000171723.11	49	94	143	-0.939879007562	SG046	S57
17	79523913	79604172	ENSG00000182446.9	307	400	707	-0.381761344405	SG148	S67
2	61368732	61372104	ENSG00000212978.5	30	9	39	1.73696559417	SG038	S53
15	25277195	25281637	ENSG00000257151.1	12	0	12	inf	SG155	S42
10	122610722	122669036	ENSG00000120008.11	231	319	550	-0.465663572349	SG069	S47
17	7517428	7536700	ENSG00000129214.10	49	20	69	1.29278174923	SG003	S2
22	22550113	22550860	ENSG00000211640.3	31	367	398	-3.56543994246	SG045	S79
1	16944751	16961054	ENSG00000215908.5	124	48	172	1.36923380967	SG003	S27
2	101624079	101869263	ENSG00000204634.8	30	9	39	1.73696559417	SG003	S27
2	231068340	231177930	ENSG00000079263.14	77	130	207	-0.7555812723340001	SG149	S89
2	242673994	242708226	ENSG00000180902.12	155	75	230	1.0473057147799998	SG030	S20
16	2867164	2876305	ENSG00000007038.6	6	43	49	-2.84130225398	SG021	S15
8	11413760	11415470	ENSG00000255518.1	102	249	351	-1.2875765901	SG039	S51
22	23247030	23247205	ENSG00000211678.2	0	38	38	-inf	SG151	S65
5	115421171	115748459	ENSG00000145781.4	59	26	85	1.18220333122	SG039	S74
11	7448497	7533746	ENSG00000251364.2	88	25	113	1.81557542886	SG025	S10
19	50433021	50437192	ENSG00000169136.4	349	902	1251	-1.36990039705	SG023	S39
16	4511681	4545764	ENSG00000153406.9	84	45	129	0.900464326449	SG152	S91
5	96211643	96255420	ENSG00000164308.12	139	719	858	-2.3709068877200004	SG024	S36
1	44398992	44402913	ENSG00000117407.12	73	22	95	1.7303929402400002	SG043	S61
6	34247456	34360451	ENSG00000272325.1	110	167	277	-0.6023445789490001	SG151	S88
7	104581510	104602781	ENSG00000237513.1	19	1	20	4.2479275134400005	SG046	S57
6	10887064	10979553	ENSG00000153157.8	0	11	11	-inf	SG152	S70
7	150065278	150071133	ENSG00000214022.7	1025	1181	2206	-0.204385055004	SG151	S88
X	12885202	12908499	ENSG00000196664.4	40	8	48	2.32192809489	SG069	S24
2	219081817	219119079	ENSG00000163466.11	187	94	281	0.99230560821	SG040	S50
10	29698331	29776674	ENSG00000224597.5	8	40	48	-2.32192809489	SG152	S70
16	68344877	68392230	ENSG00000132600.12	111	66	177	0.7500217469920001	SG044	S86
4	75858305	75975325	ENSG00000169116.7	183	321	504	-0.810729648838	SG038	S76
13	75858808	76056250	ENSG00000136111.8	35	226	261	-2.69089594547	SG044	S63
10	3183930	3210164	ENSG00000237399.3	218	87	305	1.32524082893	SG006	S4
22	22657589	22664766	ENSG00000272779.1	10	40	50	-2.0	SG024	S13
4	147096837	147121152	ENSG00000164167.5	72	130	202	-0.852442811586	SG007	S6
20	57393974	57425958	ENSG00000235590.3	0	17	17	-inf	SG039	S75
1	110452864	110473614	ENSG00000184371.9	31	70	101	-1.17508670656	SG039	S74
6	3832167	3855971	ENSG00000238158.2	0	20	20	-inf	SG022	S11
8	97273943	97349223	ENSG00000156471.8	5	26	31	-2.37851162325	SG031	S46
5	304291	438406	ENSG00000063438.12	436	328	764	0.410632320159	SG149	S66
15	40327940	40331389	ENSG00000140319.6	393	281	674	0.483959182038	SG011	S8
8	145515280	145538252	ENSG00000185122.6	19	0	19	inf	SG045	S55
4	113195698	113207059	ENSG00000145365.10	234	157	391	0.575743970692	SG151	S64
X	118533023	118588441	ENSG00000077713.14	62	0	62	inf	SG152	S70
22	43088127	43117304	ENSG00000128274.11	144	66	210	1.12553088208	SG025	S10
17	18086392	18113268	ENSG00000091542.8	270	189	459	0.51457317283	SG001	S1
1	203274619	203278730	ENSG00000159388.5	111	50	161	1.15055967658	SG037	S78
22	17517460	17541715	ENSG00000237438.2	120	42	162	1.5145731728299998	SG025	S33
1	227177566	227506175	ENSG00000143776.14	12	0	12	inf	SG026	S17
15	81451916	81601393	ENSG00000172349.12	173	89	262	0.95889479667	SG043	S61
12	129277739	129308528	ENSG00000139370.6	93	155	248	-0.736965594166	SG025	S33
19	2037470	2051243	ENSG00000099875.10	45	90	135	-1.0	SG045	S56
15	34633917	34635378	ENSG00000182117.4	328	234	562	0.487187285035	SG148	S94
2	25643986	25650512	ENSG00000224220.1	239	46	285	2.37730485192	SG155	S42
12	10705962	10710648	ENSG00000256039.1	0	19	19	-inf	SG001	S25
14	107178820	107179338	ENSG00000211974.2	26	0	26	inf	SG041	S59
5	175810949	175815976	ENSG00000048162.15	177	285	462	-0.687212558969	SG044	S63
5	1456595	1524092	ENSG00000153395.5	514	346	860	0.570996321557	SG024	S13
X	153172821	153193873	ENSG00000089820.11	151	26	177	2.53796502118	SG031	S23
3	194123401	194215009	ENSG00000133657.10	77	41	118	0.909234536077	SG155	S19
19	49403307	49426629	ENSG00000104805.11	432	310	742	0.478763096889	SG045	S79
1	160185505	160232190	ENSG00000132716.14	14	1	15	3.80735492206	SG046	S81
X	108779010	108787919	ENSG00000101888.7	12	0	12	inf	SG152	S70
5	179224597	179233934	ENSG00000161013.12	94	149	243	-0.664579668785	SG044	S86
16	85932409	85956215	ENSG00000140968.6	357	465	822	-0.381306641966	SG155	S42
7	76940068	77045717	ENSG00000186088.11	35	73	108	-1.06054154194	SG023	S39
12	113345433	113455556	ENSG00000257452.1	2132	2456	4588	-0.20410312261100005	SG043	S62
2	219081817	219119079	ENSG00000163466.11	118	58	176	1.02466205423	SG021	S38
1	2488136	2496821	ENSG00000157873.13	1184	1020	2204	0.21509992877	SG043	S85
12	121647660	121671909	ENSG00000135124.10	30	66	96	-1.13750352375	SG002	S72
X	102930424	102941746	ENSG00000123562.12	72	17	89	2.0824621601900004	SG038	S76
2	179390716	179690222	ENSG00000155657.19	52	20	72	1.37851162325	SG152	S91
11	43577986	43878160	ENSG00000149084.7	107	166	273	-0.633572444946	SG038	S52
12	131438452	131626014	ENSG00000111452.8	6	52	58	-3.11547721742	SG155	S42
11	62619460	62623386	ENSG00000255717.2	46	102	148	-1.14886338591	SG025	S34
22	37611778	37611931	ENSG00000226233.1	2	18	20	-3.16992500144	SG011	S8
2	160175490	160472071	ENSG00000123636.13	5	23	28	-2.20163386117	SG037	S78
8	28174503	28200872	ENSG00000168081.4	136	51	187	1.41503749928	SG002	S7
16	19714902	19729016	ENSG00000103550.9	12	49	61	-2.02974734339	SG151	S88
17	16826229	16838153	ENSG00000128438.6	251	368	619	-0.5520184021060001	SG152	S91
9	139270029	139293249	ENSG00000165684.3	59	112	171	-0.924711872696	SG069	S24
17	73872574	73875627	ENSG00000267801.1	1	16	17	-4.0	SG151	S65
1	200938520	200992828	ENSG00000116852.10	83	160	243	-0.94688866354	SG044	S63
1	93727743	93811444	ENSG00000223745.3	283	141	424	1.00510689043	SG038	S76
2	89512908	89513413	ENSG00000244575.1	1	14	15	-3.80735492206	SG045	S79
19	36195429	36207940	ENSG00000011590.9	77	124	201	-0.687409769692	SG046	S81
19	13885097	13889276	ENSG00000104979.4	258	388	646	-0.588685586764	SG031	S95
19	18485541	18499986	ENSG00000130513.6	39	85	124	-1.1239887172799998	SG069	S24
X	13395307	13421138	ENSG00000226434.1	114	0	114	inf	SG022	S35
15	75128457	75135538	ENSG00000140474.8	59	106	165	-0.8452774052009999	SG040	S73
19	571297	583493	ENSG00000172270.14	793	937	1730	-0.240728181955	SG040	S73
10	11784365	11806069	ENSG00000134463.10	18	1	19	4.16992500144	SG155	S42
1	233086351	233119180	ENSG00000135778.7	14	49	63	-1.80735492206	SG011	S9
20	43595115	43708600	ENSG00000101109.7	197	129	326	0.610824564033	SG026	S17
4	113195698	113207059	ENSG00000145365.10	136	202	338	-0.570748641501	SG027	S44
22	43547520	43559248	ENSG00000100300.13	66	139	205	-1.07454695337	SG006	S29
22	22516592	22517074	ENSG00000211639.2	0	27	27	-inf	SG031	S23
X	48438162	48439545	ENSG00000228343.1	23	4	27	2.52356195606	SG038	S53
7	30323923	30452118	ENSG00000180233.9	23	54	77	-1.23132554611	SG042	S84
5	95860971	96115299	ENSG00000153113.19	230	150	380	0.616671360448	SG155	S42
2	239133193	239140318	ENSG00000186235.6	21	0	21	inf	SG044	S63
6	26365387	26378546	ENSG00000186470.9	62	474	536	-2.93454693851	SG011	S8
19	51322404	51327043	ENSG00000167748.6	361	642	1003	-0.8305744602349999	SG044	S87
1	24197016	24285549	ENSG00000188822.6	136	217	353	-0.674088391194	SG044	S87
1	155286654	155291478	ENSG00000225855.2	18	1	19	4.16992500144	SG046	S81
7	142498725	142500432	ENSG00000211772.4	0	11	11	-inf	SG069	S48
22	17517460	17541715	ENSG00000237438.2	66	147	213	-1.15527822548	SG046	S81
3	192514604	192635950	ENSG00000180611.6	0	16	16	-inf	SG041	S59
6	89855769	89875284	ENSG00000146281.5	55	13	68	2.08091999538	SG152	S70
19	40170014	40177013	ENSG00000226025.5	60	22	82	1.44745897697	SG037	S77
1	161551101	161648444	ENSG00000072694.14	55	17	72	1.69389687227	SG151	S64
5	81569177	81574396	ENSG00000186468.8	80	29	109	1.46394709976	SG023	S16
8	142402093	142441620	ENSG00000184489.7	62	13	75	2.25375659225	SG043	S62
21	47608055	47648738	ENSG00000160285.10	303	192	495	0.658211482752	SG025	S34
16	84599200	84651683	ENSG00000103187.6	1030	819	1849	0.33070898043	SG022	S12
1	11903761	11908136	ENSG00000242349.1	22	3	25	2.87446911792	SG003	S3
20	34213953	34252878	ENSG00000214078.7	309	156	465	0.986060809042	SG041	S82
15	95024040	95027181	ENSG00000260359.1	44	15	59	1.55254102303	SG046	S80
11	7506619	7532608	ENSG00000183801.3	1	14	15	-3.80735492206	SG046	S80
14	39866873	39901704	ENSG00000165355.7	12	0	12	inf	SG041	S58
11	418263	442011	ENSG00000185101.8	161	240	401	-0.575973717494	SG150	S69
19	54024235	54083523	ENSG00000130844.12	22	53	75	-1.26848883593	SG021	S38
22	42262835	42303312	ENSG00000198911.7	193	63	256	1.61517711377	SG040	S73
13	43460524	43566385	ENSG00000133106.10	271	196	467	0.467439197239	SG044	S86
19	35505865	35516239	ENSG00000271032.1	65	111	176	-0.7720480533220001	SG027	S44
5	180467225	180488523	ENSG00000165810.12	14	0	14	inf	SG039	S74
21	43916118	44001550	ENSG00000160190.9	152	237	389	-0.640815735455	SG003	S27
19	41903385	41930910	ENSG00000248098.6	83	27	110	1.6201519291799995	SG039	S75
16	3486104	3493542	ENSG00000167981.4	14	0	14	inf	SG040	S49
21	46305868	46351904	ENSG00000160255.12	41	114	155	-1.4753380095500002	SG040	S73
12	77415027	77459360	ENSG00000165891.11	53	23	76	1.2043584985100002	SG001	S25
8	145051321	145086940	ENSG00000178685.9	424	564	988	-0.411630897836	SG038	S76
8	144989321	145050902	ENSG00000178209.10	283	381	664	-0.428988944661	SG037	S78
2	113973574	114036527	ENSG00000125618.12	11	35	46	-1.66985139831	SG040	S50
19	9523272	9546254	ENSG00000174652.13	72	134	206	-0.8961641890150001	SG152	S68
16	70190243	70207224	ENSG00000247228.2	125	214	339	-0.7756827017389999	SG023	S96
9	123664671	123691451	ENSG00000056558.6	1025	746	1771	0.458376374138	SG041	S82
17	48623667	48633213	ENSG00000006282.15	47	6	53	2.96962635096	SG069	S47
11	17229700	17371521	ENSG00000070081.11	10	54	64	-2.43295940728	SG043	S61
6	2854896	2881641	ENSG00000230438.5	18	50	68	-1.47393118833	SG046	S57
22	42905974	42915808	ENSG00000189306.6	95	42	137	1.17753818555	SG043	S85
7	142498725	142500432	ENSG00000211772.4	17	0	17	inf	SG039	S74
9	107526438	107539738	ENSG00000165028.7	32	5	37	2.67807190511	SG002	S72
5	150591711	150650001	ENSG00000196743.4	383	278	661	0.462259509201	SG023	S16
1	8921061	8939308	ENSG00000074800.9	375	205	580	0.8712666858779999	SG148	S94
3	192514604	192635950	ENSG00000180611.6	0	42	42	-inf	SG043	S62
19	55155340	55181810	ENSG00000186818.8	156	66	222	1.2410080995	SG148	S71
11	117671559	117699413	ENSG00000137731.9	60	26	86	1.20645087747	SG149	S89
1	2115903	2139172	ENSG00000162585.12	116	60	176	0.951090399519	SG042	S84
22	23521891	23660224	ENSG00000186716.15	7	30	37	-2.09953567355	SG022	S35
10	135093135	135125219	ENSG00000130640.9	101	157	258	-0.6364092661399999	SG001	S26
6	3020388	3022984	ENSG00000270346.1	21	3	24	2.80735492206	SG024	S13
12	39040624	39301232	ENSG00000139117.9	33	10	43	1.72246602447	SG031	S46
2	242045514	242088919	ENSG00000115687.9	180	304	484	-0.756074417114	SG069	S47
1	21766621	21811498	ENSG00000142794.14	0	11	11	-inf	SG148	S71
2	231068340	231177930	ENSG00000079263.14	123	223	346	-0.858385394581	SG011	S8
16	11343506	11445619	ENSG00000175643.7	118	60	178	0.975752453753	SG030	S20
19	18682540	18688360	ENSG00000221983.3	581	433	1014	0.424171138678	SG006	S29
2	132250386	132279146	ENSG00000152117.13	8	43	51	-2.4262647547	SG045	S55
18	12991361	13125051	ENSG00000101639.14	164	97	261	0.757639162431	SG044	S63
12	129277739	129308528	ENSG00000139370.6	471	331	802	0.508895842806	SG151	S88
11	6947635	7005863	ENSG00000149054.10	2	18	20	-3.16992500144	SG002	S72
1	111415775	111442550	ENSG00000143119.8	755	1000	1755	-0.40545145045	SG155	S41
12	42475647	42538681	ENSG00000151233.6	38	5	43	2.92599941856	SG024	S37
22	45559722	45583896	ENSG00000093000.14	151	94	245	0.683815887647	SG038	S52
17	29096406	29151794	ENSG00000176390.10	103	158	261	-0.617280220994	SG025	S34
1	7844380	7905237	ENSG00000049246.10	1	23	24	-4.52356195606	SG022	S12
19	54024235	54083523	ENSG00000130844.12	66	6	72	3.45943161864	SG152	S68
21	47706251	47717665	ENSG00000182362.9	61	29	90	1.07275634244	SG024	S13
17	75276651	75496678	ENSG00000184640.13	856	709	1565	0.271825169162	SG148	S94
21	42792231	42831141	ENSG00000157601.9	1017	1287	2304	-0.33969237436300004	SG003	S3
8	91634223	91803777	ENSG00000180694.9	2	17	19	-3.08746284125	SG155	S42
1	87328132	87380107	ENSG00000183291.11	118	67	185	0.8165538589040001	SG045	S56
8	103540968	103550896	ENSG00000253633.1	9	31	40	-1.7842713089400002	SG151	S65
14	96116838	96146170	ENSG00000187621.10	212	81	293	1.3880704516799998	SG022	S11
12	109038885	109125372	ENSG00000110880.6	105	59	164	0.8316024683040001	SG030	S21
14	93170152	93215047	ENSG00000100600.10	208	349	557	-0.7466435080689999	SG046	S80
14	106452671	106453170	ENSG00000211934.2	107	0	107	inf	SG041	S59
19	983174	994569	ENSG00000065268.6	106	163	269	-0.620807699668	SG039	S51
22	36649056	36663576	ENSG00000100342.16	294	201	495	0.548620653657	SG002	S31
15	63900817	64126141	ENSG00000103657.9	70	157	227	-1.16533773195	SG069	S48
1	182992595	183114727	ENSG00000135862.5	325	217	542	0.582744675471	SG069	S47
17	5264258	5322960	ENSG00000108559.7	452	354	806	0.352573412332	SG021	S14
4	952675	980683	ENSG00000145214.9	74	33	107	1.16505924627	SG007	S6
19	54960224	54972980	ENSG00000167615.12	589	993	1582	-0.753526083698	SG046	S57
14	93673440	93695561	ENSG00000012963.9	61	117	178	-0.939627382021	SG069	S47
17	43129030	43186334	ENSG00000136448.7	346	440	786	-0.346731485888	SG044	S87
3	184016497	184026842	ENSG00000175166.12	92	147	239	-0.6761103887790001	SG006	S4
18	5232875	5246507	ENSG00000263753.2	80	132	212	-0.722466024471	SG024	S37
19	18417040	18434084	ENSG00000130520.6	34	11	45	1.62803122261	SG026	S18
1	236681300	236716281	ENSG00000116977.14	570	447	1017	0.350687087869	SG021	S14
17	76419778	76573476	ENSG00000187775.12	12	53	65	-2.14295795384	SG150	S92
10	97951458	98031344	ENSG00000095585.12	180	115	295	0.646363045385	SG152	S68
4	17461884	17513857	ENSG00000151552.7	47	91	138	-0.953205788521	SG039	S51
11	57174427	57195053	ENSG00000134802.13	67	31	98	1.11189288007	SG041	S58
10	105348285	105615301	ENSG00000107957.12	84	141	225	-0.74723392962	SG040	S50
12	6571489	6580153	ENSG00000139190.12	159	101	260	0.6546714725330001	SG027	S45
7	45002261	45018697	ENSG00000136286.10	1620	1390	3010	0.220908930161	SG148	S71
6	26055968	26056699	ENSG00000187837.2	122	71	193	0.7809902180580001	SG152	S68
X	131337053	131353471	ENSG00000123728.5	65	25	90	1.37851162325	SG069	S48
19	9523272	9546254	ENSG00000174652.13	43	98	141	-1.18844508941	SG152	S91
X	15739620	15805747	ENSG00000169239.8	2	24	26	-3.58496250072	SG152	S70
2	152266397	152364518	ENSG00000080345.13	127	74	201	0.779231321143	SG151	S64
6	24403153	24425810	ENSG00000124532.10	29	65	94	-1.1643868179	SG023	S96
2	242011584	242041747	ENSG00000122085.12	119	189	308	-0.667424660913	SG027	S22
9	90112143	90323548	ENSG00000196730.8	99	171	270	-0.788495894806	SG025	S33
20	37049235	37063996	ENSG00000196756.7	85	174	259	-1.03355255971	SG003	S3
6	18224099	18265054	ENSG00000124795.10	129	82	211	0.653675250805	SG022	S35
14	23242431	23299029	ENSG00000155465.14	183	67	250	1.44961064783	SG041	S58
6	154708638	154831793	ENSG00000153721.13	22	51	73	-1.21299372333	SG043	S62
X	128913955	128929177	ENSG00000122122.9	126	334	460	-1.4064243689700002	SG003	S27
2	71291474	71306935	ENSG00000124357.8	124	302	426	-1.28420842894	SG021	S14
3	167967310	168548387	ENSG00000206120.7	27	6	33	2.16992500144	SG152	S70
21	15857549	15955723	ENSG00000155307.13	66	128	194	-0.955605880642	SG151	S65
15	34671272	34880704	ENSG00000175265.13	167	58	225	1.52572329735	SG038	S52
10	91087651	91100728	ENSG00000119917.9	340	452	792	-0.410788026277	SG030	S20
X	31115794	33357558	ENSG00000198947.10	21	3	24	2.80735492206	SG069	S47
2	64319786	64371588	ENSG00000197329.7	152	94	246	0.6933386617659999	SG002	S72
1	89646831	89664615	ENSG00000162654.8	13	42	55	-1.6918777046399998	SG027	S44
17	4848947	4852356	ENSG00000108518.7	1450	1757	3207	-0.277061291106	SG007	S6
10	81272357	81276188	ENSG00000253626.2	0	12	12	-inf	SG025	S10
16	1494935	1525581	ENSG00000103249.13	224	140	364	0.678071905113	SG021	S38
18	12991361	13125051	ENSG00000101639.14	104	198	302	-0.928916901939	SG148	S71
14	20724717	20773888	ENSG00000136319.7	41	79	120	-0.946228743559	SG155	S19
1	9294834	9331396	ENSG00000049239.8	111	65	176	0.7720480533220001	SG021	S38
19	54024235	54083523	ENSG00000130844.12	32	8	40	2.0	SG030	S21
16	24930706	25026987	ENSG00000140750.12	32	71	103	-1.1497471195	SG002	S72
1	213025450	213031430	ENSG00000198468.3	8	31	39	-1.95419631039	SG155	S41
1	16944751	16961054	ENSG00000215908.5	97	30	127	1.69302224658	SG030	S21
12	124105489	124118313	ENSG00000111361.8	142	203	345	-0.51558879768	SG040	S50
16	57392684	57400102	ENSG00000102962.4	484	336	820	0.526545814496	SG025	S10
19	50433021	50437192	ENSG00000169136.4	708	336	1044	1.0752881273	SG046	S80
19	18390563	18392432	ENSG00000130522.4	61	125	186	-1.0350469471	SG149	S66
14	106494135	106494597	ENSG00000211937.2	62	22	84	1.4947646917500002	SG148	S71
3	57994127	58157982	ENSG00000136068.10	46	84	130	-0.868755466722	SG003	S3
19	18682540	18688360	ENSG00000221983.3	609	470	1079	0.373781471341	SG155	S41
1	213123862	213165379	ENSG00000143494.11	89	28	117	1.66837850891	SG040	S49
17	36891298	36904631	ENSG00000056661.9	67	29	96	1.20810819533	SG069	S24
17	80005778	80009610	ENSG00000169733.7	118	72	190	0.7127180479199999	SG021	S38
12	113345433	113455556	ENSG00000257452.1	3640	4701	8341	-0.369029230108	SG025	S33
10	105348285	105615301	ENSG00000107957.12	85	183	268	-1.10630890215	SG040	S49
17	56402811	56472371	ENSG00000265148.1	63	114	177	-0.8556100906649999	SG043	S85
11	8986321	8999074	ENSG00000254860.1	1	16	17	-4.0	SG025	S10
17	5095379	5151364	ENSG00000261879.1	115	190	305	-0.724365557387	SG001	S1
19	18682540	18688360	ENSG00000221983.3	603	469	1072	0.362570079385	SG026	S18
22	31003071	31023265	ENSG00000185339.4	108	45	153	1.2630344058299998	SG043	S62
X	129198849	129244691	ENSG00000102034.12	40	130	170	-1.7004397181400002	SG007	S6
12	15094951	15114662	ENSG00000111348.4	593	737	1330	-0.313632514549	SG024	S36
10	72238577	72328205	ENSG00000107719.8	136	19	155	2.83953532781	SG031	S95
22	43562628	43583139	ENSG00000100304.12	127	65	192	0.966316873744	SG039	S74
20	2632791	2639039	ENSG00000101361.10	197	138	335	0.513527362678	SG046	S57
5	1456595	1524092	ENSG00000153395.5	429	321	750	0.418404350377	SG027	S22
11	75145685	75236948	ENSG00000158555.10	30	6	36	2.32192809489	SG155	S41
12	569530	672675	ENSG00000139044.6	19	1	20	4.2479275134400005	SG002	S7
7	134777115	134855547	ENSG00000122783.12	422	280	702	0.5918161717620001	SG021	S14
17	76107881	76128439	ENSG00000141524.11	237	319	556	-0.428669364867	SG039	S74
15	75648133	75660495	ENSG00000140400.10	94	34	128	1.46712601043	SG026	S18
5	1568637	1594735	ENSG00000185986.10	29	65	94	-1.1643868179	SG069	S47
4	110481361	110609784	ENSG00000005059.11	174	263	437	-0.595975493444	SG025	S33
7	117824086	117832878	ENSG00000128534.3	114	66	180	0.788495894806	SG030	S43
12	108916357	108955176	ENSG00000075856.7	128	189	317	-0.562242424221	SG023	S16
2	113973574	114036527	ENSG00000125618.12	77	1	78	6.26678654069	SG026	S18
7	64139332	64147771	ENSG00000271550.1	79	13	92	2.60334103004	SG152	S70
3	186648274	186796341	ENSG00000073849.10	85	44	129	0.9499593175	SG045	S56
5	180467225	180488523	ENSG00000165810.12	43	10	53	2.10433665981	SG148	S94
6	42931619	42946958	ENSG00000124587.9	40	76	116	-0.925999418556	SG039	S74
2	64370373	64479993	ENSG00000225889.3	77	168	245	-1.12553088208	SG024	S13
1	160965001	160991138	ENSG00000158769.13	41	14	55	1.5501970825600002	SG031	S46
2	242673994	242708226	ENSG00000180902.12	354	261	615	0.439699553513	SG042	S84
19	10444452	10450499	ENSG00000076662.5	314	235	549	0.418103802327	SG027	S45
19	2071037	2096331	ENSG00000172081.9	282	171	453	0.7216988375130001	SG027	S44
4	42399856	42404504	ENSG00000178343.4	3	31	34	-3.36923380967	SG043	S62
13	46916139	46964177	ENSG00000102445.14	72	29	101	1.31194400631	SG149	S89
7	99798276	99844171	ENSG00000239521.3	73	124	197	-0.764371751507	SG006	S28
3	156257929	156272973	ENSG00000114850.2	483	636	1119	-0.397003576449	SG027	S44
